,datetime,value
827,2008-06-04,715270.9109120474
828,2008-06-05,711901.1761849556
829,2008-06-06,711777.1596819693
830,2008-06-10,704624.6607891043
831,2008-06-11,705059.6076234869
832,2008-06-12,706572.1299194102
833,2008-06-13,706938.7472562114
834,2008-06-16,705921.8517182893
835,2008-06-17,706362.8781869318
836,2008-06-18,708519.5808709904
837,2008-06-19,705427.8077700768
838,2008-06-20,704324.6603190736
839,2008-06-23,694364.2495471111
840,2008-06-24,686394.7723705322
841,2008-06-25,679028.9254554556
842,2008-06-26,679028.9254554556
843,2008-06-27,679847.2806907247
844,2008-06-30,679721.3798852988
845,2008-07-01,679872.4608518099
846,2008-07-02,679847.2806907247
847,2008-07-03,679608.0691604153
848,2008-07-04,679740.2650061126
849,2008-07-07,679274.4320260363
850,2008-07-08,680196.0154620417
851,2008-07-09,680333.5443691455
852,2008-07-10,677668.9652902305
853,2008-07-11,677791.9144420254
854,2008-07-14,679264.3453381044
855,2008-07-15,674988.2877084934
856,2008-07-16,668387.729470656
857,2008-07-17,669821.5212880101
858,2008-07-18,669343.0982273911
859,2008-07-21,669047.23133464
860,2008-07-22,668523.1332067604
861,2008-07-23,668394.818295883
862,2008-07-24,669331.473994717
863,2008-07-25,668467.7107942413
864,2008-07-28,669447.292415013
865,2008-07-29,670606.1329043142
866,2008-07-30,669523.3339295961
867,2008-07-31,664393.9108737666
868,2008-08-01,663515.4284626426
869,2008-08-04,663399.9275499427
870,2008-08-05,663538.4184359113
871,2008-08-06,663437.6977915706
872,2008-08-07,663418.8126707566
873,2008-08-08,663872.0555702903
874,2008-08-11,664709.2959263735
875,2008-08-12,664709.2959263735
876,2008-08-13,664728.1810471873
877,2008-08-14,664791.1314499003
878,2008-08-15,664765.9512888151
879,2008-08-18,665238.0793091627
880,2008-08-19,665162.538825907
881,2008-08-20,664507.8546376918
882,2008-08-21,664872.9669734272
883,2008-08-22,664898.1471345124
884,2008-08-25,664872.9669734272
885,2008-08-26,665238.0793091627
886,2008-08-27,665250.6693897053
887,2008-08-28,665200.3090675349
888,2008-08-29,664910.737215055
889,2008-09-01,665105.8834634654
890,2008-09-02,665124.7685842793
891,2008-09-03,665175.1289064497
