,0,1,2,3
51,2006-10-24,000959.XSHE,-47.71194790631705,-53.04614368224341
52,2006-10-24,000916.XSHE,-200.80291542230407,-206.06395180636844
53,2006-10-30,600096.XSHG,-239.47462710708305,-244.86280621699242
54,2006-10-30,600780.XSHG,-394.05915954158405,-399.43295889503634
55,2006-10-30,000916.XSHE,-333.9517014271599,-339.3103418054449
56,2006-11-08,600056.XSHG,-687.6485831692996,-692.7576658340383
57,2006-11-13,600056.XSHG,-502.1942687032125,-507.9390418294601
58,2006-11-14,600317.XSHG,-434.8393508074222,-440.21574913971295
59,2006-11-14,000959.XSHE,-189.70037477519176,-195.10683545628473
60,2006-11-14,600780.XSHG,-353.26129149200136,-358.72738803894663
61,2006-11-14,600598.XSHG,-297.15711725057946,-302.4527698769503
62,2006-11-14,000916.XSHE,-131.85580211884619,-137.36737464741398
63,2006-11-14,600066.XSHG,-32.5860511617781,-37.91992222194456
64,2006-11-14,600153.XSHG,494.84166949517083,489.37327631576545
65,2006-11-17,600780.XSHG,-307.7075410449515,-313.27956973082445
66,2006-11-17,600056.XSHG,-490.89394158883226,-496.3060472948491
67,2006-11-17,000916.XSHE,-80.02230389321045,-85.63986962651377
68,2006-11-17,600153.XSHG,-155.36597336133343,-160.9777923191448
69,2006-11-21,600598.XSHG,-63.49492931471421,-69.03803664388889
70,2007-03-15,600066.XSHG,10822.589023168855,10814.88106633021
71,2007-06-04,000959.XSHE,18874.37633051272,18864.967885052538
72,2007-06-04,600056.XSHG,12789.552238805973,12781.06417910448
73,2007-06-05,000531.XSHE,11813.318481767279,11805.65088062766
74,2007-06-05,600005.XSHG,38123.77027170074,38110.8246810067
75,2007-06-05,600780.XSHG,24710.236794349003,24699.453298761135
76,2007-06-05,000900.XSHE,13368.902707236555,13360.908090055405
77,2007-06-05,600022.XSHG,31019.26488316153,31007.740193545196
78,2007-06-05,600581.XSHG,20101.127709304128,20091.805389661647
79,2007-06-05,600153.XSHG,25329.19158187275,25318.460919774545
80,2007-06-15,000959.XSHE,-671.8095881161377,-677.6072045914922
81,2007-06-22,600005.XSHG,235.81826202029075,229.76559329510326
82,2007-06-22,600581.XSHG,593.9999999999993,587.9351848101259
83,2007-06-25,000531.XSHE,-429.93497445424924,-435.88003251277223
84,2007-06-25,600056.XSHG,-1232.7061427780852,-1238.4604150525734
85,2007-06-25,000900.XSHE,511.2351709699944,505.1763433356608
86,2007-06-25,000916.XSHE,17648.930153619287,17639.75700147257
87,2007-06-26,600317.XSHG,11576.040697707665,11567.869793904421
88,2007-06-26,600598.XSHG,14911.356378775954,14902.547663508316
89,2007-06-27,600780.XSHG,384.80956104099073,378.7925991287825
90,2007-07-02,600317.XSHG,-1070.1568461212396,-1075.8853327681238
91,2007-07-02,000088.XSHE,15542.896459268952,15534.361694416051
92,2007-07-02,600428.XSHG,28923.73394723203,28912.619073551956
93,2007-07-03,600096.XSHG,21078.518283625286,21068.753705069965
94,2007-07-05,600428.XSHG,-707.2606161532073,-713.0749908409674
95,2007-07-05,600886.XSHG,22919.464000119766,22909.55186076247
96,2007-07-06,000709.XSHE,33974.807542528666,33962.76840856541
97,2007-07-06,600022.XSHG,0.0,-6.029323308270676
98,2007-07-06,600153.XSHG,1268.4830633284244,1262.2270360824743
99,2007-07-11,000709.XSHE,-398.3090379008754,-404.2118046647238
100,2007-07-17,600971.XSHG,23421.383320644876,23411.449328003317
101,2007-07-19,600971.XSHG,-179.48121978430606,-185.35218854592748
102,2007-07-19,000709.XSHE,-252.19780219780475,-258.06362637362895
103,2007-08-02,000088.XSHE,-484.92557715674326,-490.76227673146985
104,2007-08-02,600005.XSHG,2523.1638418079087,2516.741581920903
105,2007-08-02,000933.XSHE,46482.06377772064,46467.329261034385
106,2007-08-02,600971.XSHG,1591.2621359223303,1585.0113592233013
107,2007-08-02,000709.XSHE,1808.4401003830403,1802.0152344472326
108,2007-08-02,600096.XSHG,1635.3414769572469,1629.0601166018887
109,2007-08-02,000959.XSHE,-962.8676470588241,-968.623014705883
110,2007-08-02,600598.XSHG,266.1290322580656,260.111474654379
111,2007-08-02,600056.XSHG,1003.6987759446511,997.5153592336345
112,2007-08-02,000900.XSHE,690.7710280373825,684.6663785046723
113,2007-08-02,600022.XSHG,453.22329492370164,447.1057053877315
114,2007-08-02,600066.XSHG,10168.443804034583,10160.459740634007
115,2007-08-02,600428.XSHG,501.6103692065983,495.570047132757
116,2007-08-02,600886.XSHG,-587.7066704675037,-593.5790806727489
117,2007-08-02,600581.XSHG,-1684.3597696056727,-1690.2392379264525
118,2007-08-02,600153.XSHG,3351.8503748604244,3345.132935077365
119,2007-08-08,600493.XSHG,-1038.1627473518845,-1051.7932135406456
120,2007-08-08,600979.XSHG,-1237.5774508192546,-1251.2615214897419
121,2007-08-09,000429.XSHE,-764.8559956234102,-778.662396203232
122,2007-08-13,000912.XSHE,-1063.0069055597196,-1077.6156576046974
123,2007-08-13,002110.XSHE,-179.1582175825689,-192.8906949602728
124,2007-08-15,600051.XSHG,-4612.263195993288,-4625.474245415187
125,2007-08-16,000911.XSHE,-3276.864199399009,-3289.94544128301
126,2007-08-16,600321.XSHG,-1016.9340784044965,-1030.6423497813892
127,2007-08-28,600051.XSHG,-2139.6238285952572,-2153.233132886837
128,2007-09-12,600051.XSHG,-3414.3909495095254,-3428.456149778066
129,2007-09-12,600388.XSHG,-837.527585817671,-852.1284833970925
130,2007-09-19,600051.XSHG,-702.7180940739963,-717.2733678276624
131,2007-09-24,600388.XSHG,-391.405173808208,-406.03813580615196
132,2007-09-26,600388.XSHG,-720.6549447086007,-735.2454355891625
133,2007-10-11,600388.XSHG,-1434.0713978721917,-1448.677073613949
134,2007-10-12,600035.XSHG,2415.1406834182217,2401.1457482047076
135,2007-10-15,600321.XSHG,276.53270214878995,262.81299301951486
136,2007-10-15,600033.XSHG,-667.7832031279341,-681.3429820563545
137,2007-10-15,600979.XSHG,-853.5913161201527,-867.1159963066787
138,2007-10-16,002043.XSHE,1587.6493414106544,1573.8070237152303
139,2007-10-16,600012.XSHG,1107.7942980389853,1093.5259074802432
140,2007-10-16,600493.XSHG,588.0178031513743,574.0353587585433
141,2007-10-18,600321.XSHG,-978.4421488205186,-992.8194928661284
142,2007-10-18,002043.XSHE,-957.5463994414753,-972.0103897909333
143,2007-10-18,600388.XSHG,-1875.2750421389906,-1889.7014538011922
144,2007-10-19,000429.XSHE,1918.0065149798545,1903.6334536582242
145,2007-10-19,600282.XSHG,7085.865363368649,7069.7345468471085
146,2007-10-19,002110.XSHE,1674.692631624195,1660.5850208953927
147,2007-10-22,600033.XSHG,-1813.3251049734909,-1827.7896576949026
148,2007-10-22,600493.XSHG,412.4473787613315,397.6436905359439
149,2007-10-23,600231.XSHG,7218.7714509813295,7202.4872456151625
150,2007-10-25,000912.XSHE,4530.257277307375,4515.729083603
151,2007-10-26,000911.XSHE,4985.887990037582,4971.467989223762
152,2007-10-26,002043.XSHE,-5384.038966354321,-5397.591564880201
153,2007-10-26,600012.XSHG,-3896.2025147353834,-3910.0422650764576
154,2007-10-26,600351.XSHG,1980.38431134732,1965.1285232385271
155,2007-10-26,000155.XSHE,5441.897402534845,5426.950949841332
156,2007-10-26,002110.XSHE,-281.44611939046666,-295.695952912221
157,2007-10-26,600598.XSHG,5458.022116611101,5442.108454847976
158,2007-10-26,000012.XSHE,7236.449281440524,7220.185040971822
159,2007-10-30,000155.XSHE,0.0,-13.711364508938274
160,2007-11-02,600598.XSHG,-1641.6462034535443,-1655.3414282220162
161,2007-11-02,000012.XSHE,-3514.6737258921585,-3528.116742707285
162,2007-11-02,600019.XSHG,11890.377564507206,11873.262313786816
163,2007-11-05,000911.XSHE,-1761.6454059484524,-1775.4551164765867
164,2007-11-05,600351.XSHG,-1344.3326393046525,-1358.2555654500995
165,2007-11-05,002110.XSHE,-1890.9276183919405,-1904.4683044245123
166,2007-11-09,000911.XSHE,-2324.9703449392614,-2338.308882671014
167,2007-11-09,600351.XSHG,-2508.1845544775692,-2521.3966815673525
168,2007-11-09,000155.XSHE,-3583.943660806221,-3597.08987117054
169,2007-11-22,600033.XSHG,-1501.2157609798955,-1514.4581926926044
170,2007-11-23,600351.XSHG,-1133.5521537320817,-1146.9001663238746
171,2007-12-13,600979.XSHG,76.67820402361153,63.126609432504964
172,2007-12-14,600051.XSHG,-225.80148713545879,-239.36332080193387
173,2007-12-14,000429.XSHE,-1392.0729184333716,-1405.606163403296
174,2007-12-14,002043.XSHE,0.0,-13.850523881027968
175,2008-01-22,600019.XSHG,-3051.2685178564334,-3065.252636623016
176,2008-01-23,600035.XSHG,-360.59882878918745,-374.0251251811047
177,2008-01-23,600321.XSHG,-179.98723524514276,-193.7262608688559
178,2008-01-23,600012.XSHG,-2243.563128927502,-2256.7487927141387
179,2008-01-23,600388.XSHG,-163.93796361635162,-177.4081996268284
180,2008-01-23,000012.XSHE,-909.7596902873607,-923.7804240375314
181,2008-01-28,600035.XSHG,-635.0828596577616,-649.6135554867313
182,2008-01-29,000429.XSHE,-359.439814395274,-373.18766841626444
183,2008-01-29,002043.XSHE,-773.4236495314601,-786.8062223763832
184,2008-01-29,600282.XSHG,-1310.3170970269878,-1323.9543107492352
185,2008-01-29,600351.XSHG,6658.17970282693,6643.247347722569
186,2008-01-29,002110.XSHE,1143.450284915799,1129.7860540110553
187,2008-01-29,600388.XSHG,-2460.3606962956887,-2474.796655347437
188,2008-01-29,000012.XSHE,-1828.2117726501392,-1842.7630026806003
189,2008-01-29,600979.XSHG,-414.18431211181024,-427.90416745051397
190,2008-01-31,000429.XSHE,-1280.9056777219564,-1295.0427539489522
191,2008-02-01,002043.XSHE,-992.3404207457578,-1006.3522674866879
192,2008-02-01,600351.XSHG,-605.638025171967,-619.8886879042633
193,2008-02-01,600388.XSHG,-1622.73292032192,-1636.6235141198754
194,2008-02-04,600321.XSHG,-632.034320958529,-646.7260606902294
195,2008-02-04,600033.XSHG,931.2685867774545,917.4073890753143
196,2008-02-04,000155.XSHE,3184.6753781132184,3170.535419434396
197,2008-02-04,002110.XSHE,-1259.8164093664968,-1273.9100974557969
198,2008-02-04,600979.XSHG,-2728.5612564893095,-2742.6822106490836
199,2008-02-13,600979.XSHG,179.8285325642753,165.87897639536084
200,2008-02-14,600033.XSHG,-567.7095840140433,-581.4118225338063
201,2008-02-18,600033.XSHG,4.138404372177637e-12,-14.043519298691155
202,2008-02-21,000429.XSHE,-841.8225990782755,-856.3019477824218
203,2008-02-25,600035.XSHG,-1482.1961727609396,-1496.7216952539968
204,2008-02-25,600033.XSHG,-564.6692417483611,-579.1608170546775
205,2008-02-25,000012.XSHE,-1102.4403214433025,-1116.9718735144315
206,2008-02-26,002043.XSHE,1243.364925184007,1229.152307654596
207,2008-02-26,600351.XSHG,-158.6746197896685,-172.84859082651658
208,2008-02-26,600388.XSHG,408.62342079309855,394.5219583555352
209,2008-03-05,600019.XSHG,-2288.207885568524,-2301.9700021664794
210,2008-03-10,600035.XSHG,-1269.0154007407536,-1283.3583699286382
211,2008-03-10,000012.XSHE,-704.5971892577071,-718.8871995338508
212,2008-03-11,600051.XSHG,6025.087415251481,6010.063281016996
213,2008-03-11,002043.XSHE,-633.2811057621095,-647.7394005459706
214,2008-03-11,600282.XSHG,0.0,-13.925104759423517
215,2008-03-11,002110.XSHE,-135.16717003597668,-149.0893885496822
216,2008-03-13,600051.XSHG,-2603.0394537561037,-2617.51165431645
217,2008-03-13,600351.XSHG,-2361.625770981802,-2376.1264360450637
218,2008-03-14,600033.XSHG,-1502.9813221855325,-1517.4385710941742
219,2008-03-14,600979.XSHG,2552.936654485528,2538.2740304275435
220,2008-03-18,600321.XSHG,-1758.258931298996,-1771.640207165619
221,2008-03-18,600598.XSHG,9848.982651657583,9833.200798396689
222,2008-03-18,600388.XSHG,-1740.7878249061744,-1754.928378314643
223,2008-03-18,600979.XSHG,-2556.827595285954,-2570.4029025560194
224,2008-03-19,600493.XSHG,2001.135083031213,1986.6468650300671
225,2008-03-19,600231.XSHG,-3779.5300181024113,-3792.6527088856938
226,2008-03-25,600033.XSHG,-2506.6278342420683,-2519.8968246744894
227,2008-03-28,600351.XSHG,-3891.658473485489,-3904.8228809861635
228,2008-03-28,600493.XSHG,-3034.721984122154,-3047.8231009804376
229,2008-03-28,600388.XSHG,-4362.047399142825,-4374.932395991017
230,2008-03-28,600979.XSHG,-3506.5343783434073,-3519.6641434925154
231,2008-04-01,000911.XSHE,8341.356013554894,8325.88542484404
232,2008-04-01,600351.XSHG,168.52021007668844,155.85526813477108
233,2008-04-01,600388.XSHG,23.111801133582336,10.169192498778251
234,2008-04-02,600231.XSHG,-112.56143830594117,-125.44051341974647
235,2008-04-21,600231.XSHG,-679.0464426751096,-692.0592678850215
236,2008-05-08,600033.XSHG,-1899.6867030886635,-1912.9040526910944
237,2008-05-12,600033.XSHG,-1230.560195199128,-1243.9905521706564
238,2008-05-14,000012.XSHE,-524.9925075641257,-538.4641540130648
239,2008-05-19,600321.XSHG,-2440.6836572061575,-2454.0006374107884
240,2008-05-19,600282.XSHG,-1730.3720719712928,-1743.7970625660414
241,2008-05-19,000012.XSHE,-1224.5246971408585,-1237.9904039971352
242,2008-05-21,000911.XSHE,-2729.0394468222785,-2742.0054954774414
243,2008-05-21,600033.XSHG,-2643.7290776548675,-2656.5907066377836
244,2008-05-21,002043.XSHE,-993.5268610977074,-1006.7431915865535
245,2008-05-21,600598.XSHG,-1424.5880890738438,-1437.2172281332612
246,2008-05-21,600019.XSHG,-1326.5038090615615,-1339.6784037106502
247,2008-05-23,600351.XSHG,-1510.705227148574,-1523.9150514140733
248,2008-05-23,600019.XSHG,-417.972899374904,-430.9002040484279
249,2008-05-26,600598.XSHG,-246.1373893288512,-259.1690909693864
250,2008-05-27,002043.XSHE,-2340.51630329634,-2353.0132418612134
251,2008-05-28,600321.XSHG,-5704.679537896355,-5717.9469925930625
252,2008-05-30,000911.XSHE,-707.9729809388717,-720.7693793244681
253,2008-05-30,600351.XSHG,-631.8070538510074,-644.3921126555886
254,2008-06-02,600321.XSHG,-1792.7265491569265,-1805.39129477839
255,2008-06-04,600321.XSHG,-853.1028778698887,-865.7365559430709
256,2008-06-04,600598.XSHG,-2663.4935665346593,-2675.933274099436
257,2008-06-05,000012.XSHE,-2710.936593453853,-2723.9114185194953
258,2008-06-11,002110.XSHE,-1050.6497675764579,-1063.689286328234
259,2008-06-23,600231.XSHG,2791.941276982866,2776.8056009858797
260,2008-06-25,000912.XSHE,-2500.8491307502422,-2514.2788607081625
261,2008-06-25,000155.XSHE,-5847.712071610955,-5860.906392066785
262,2008-07-10,600598.XSHG,-66.5592802202961,-78.64311754429112
263,2008-07-11,000911.XSHE,-1351.948489161703,-1363.840334107545
264,2008-07-11,600388.XSHG,200.66971610003228,188.63220873024488
265,2008-07-14,600051.XSHG,479.194203139032,467.153174332496
266,2008-07-16,600388.XSHG,-2098.3571252699194,-2110.07814203804
267,2008-07-17,000911.XSHE,-2413.6248431586923,-2425.3006467286014
268,2008-07-17,600051.XSHG,-3712.1087563069077,-3723.5776256519143
269,2008-07-17,600351.XSHG,-911.4429962432105,-923.4495572653636
270,2008-07-30,600388.XSHG,-554.3542882778306,-566.0379648488672
271,2008-08-01,600388.XSHG,-2471.5904925769455,-2483.1475944891627
272,2008-08-01,600979.XSHG,-2983.603983239655,-2995.035281638185
273,2008-08-04,600051.XSHG,-80.60810016079827,-92.63482870478964
274,2008-08-04,600351.XSHG,249.90623975146804,237.750274131557
275,2008-09-24,000900.XSHE,-771.955189285202,-783.2229021856859
276,2008-10-07,000900.XSHE,-2378.1886876359954,-2389.6677983989994
277,2008-10-22,600533.XSHG,-2117.133667958733,-2128.494498466901
278,2008-11-19,000021.XSHE,-1164.1887437646221,-1176.0415548099622
279,2008-11-19,600641.XSHG,-1871.7731896446287,-1883.1231882322709
280,2008-11-19,600533.XSHG,-2291.2457844485657,-2302.486661308008
281,2008-11-19,000761.XSHE,-3268.385920984047,-3279.676708711083
282,2008-11-19,000919.XSHE,-913.8952759052515,-925.7302197282245
283,2008-11-19,000429.XSHE,-586.0160561398092,-597.7642827890882
284,2008-11-19,600104.XSHG,-2130.56636320067,-2141.7764200655106
285,2008-11-24,600301.XSHG,-1992.6088363229167,-2003.6346052172369
286,2008-11-24,000021.XSHE,-885.349490976525,-896.9708679791325
287,2008-11-24,000554.XSHE,-955.4244486663903,-967.121283299638
288,2008-11-24,000429.XSHE,-1186.8930697640064,-1198.123715744129
289,2008-11-24,000767.XSHE,-1631.201504101398,-1642.4526119117386
290,2008-11-24,600104.XSHG,-1244.2917674053429,-1255.4572121981935
291,2008-11-25,600533.XSHG,1035.095868074542,1023.5126524079936
292,2008-11-25,002061.XSHE,-1930.9968877601468,-1942.1966697091557
293,2008-12-01,000429.XSHE,-4463.248114820368,-4475.0877490411185
294,2008-12-01,600104.XSHG,-452.31912204964374,-463.74771853343145
295,2008-12-02,000898.XSHE,-1314.0308243269303,-1325.2822132602296
296,2008-12-15,000900.XSHE,-553.8911227777489,-565.5329071037686
297,2008-12-15,001872.XSHE,-584.8001455085821,-596.1383883297367
298,2008-12-15,000039.XSHE,-2599.817436920217,-2611.3049103134886
299,2008-12-15,000767.XSHE,-1648.2915315445348,-1660.0612240481582
300,2008-12-24,000554.XSHE,-1368.9756634840176,-1380.3156857710867
301,2008-12-24,001872.XSHE,-2010.3925193796124,-2022.2538352439522
302,2008-12-24,000429.XSHE,-1596.0076995288703,-1607.7741287067763
303,2008-12-24,000767.XSHE,-1403.9803563419691,-1415.5225527451594
304,2008-12-24,600104.XSHG,-346.34799398183503,-357.57399833677124
305,2008-12-25,600102.XSHG,-1559.9308505786103,-1571.6557261810988
306,2008-12-25,600331.XSHG,-1953.9342615887,-1965.6555130205677
307,2008-12-25,600533.XSHG,-431.34853831571024,-442.84705792281187
308,2008-12-26,000021.XSHE,-791.7361627448186,-803.4149656507105
309,2008-12-30,000761.XSHE,-2730.763804650161,-2742.1601922615678
310,2008-12-31,600102.XSHG,-796.846054083251,-808.1757561613075
311,2008-12-31,600331.XSHG,-1455.3795081184446,-1466.5204092614676
312,2008-12-31,600098.XSHG,130.2801075797775,118.35513506597519
313,2009-01-09,000554.XSHE,-1381.8507221803252,-1393.3532904398387
314,2009-01-09,000761.XSHE,-1130.5450548835865,-1141.8655793664875
315,2009-01-09,000767.XSHE,-715.7818610681719,-727.3662253986173
316,2009-01-09,600104.XSHG,-1090.6810229913117,-1102.151531730137
317,2009-01-14,600533.XSHG,-261.1352029387042,-272.70224892792237
318,2009-01-16,600022.XSHG,428.22688855299486,416.33225697801106
319,2009-01-16,000039.XSHE,265.09567944892405,253.27241214550193
320,2009-01-22,001872.XSHE,233.31599261306928,221.17189519755914
321,2009-02-02,001872.XSHE,-239.89267922531505,-252.05811677418922
322,2009-03-02,001872.XSHE,519.1457162344168,506.4687655561038
323,2009-03-02,000898.XSHE,-208.05819464001178,-220.0922806179901
324,2009-03-04,000554.XSHE,4163.623629244186,4151.132758356453
325,2009-03-04,000900.XSHE,1220.3513383739273,1207.9358223489232
326,2009-03-09,000898.XSHE,-998.4920079678708,-1011.6168667449464
327,2009-03-16,001872.XSHE,-2208.6409218739027,-2221.492927238255
328,2009-04-24,600301.XSHG,13508.42503024109,13494.403627045143
329,2009-04-28,600102.XSHG,5117.739034093784,5105.250353515705
330,2009-04-28,600022.XSHG,10502.466926847941,10488.14721713422
331,2009-04-28,000554.XSHE,705.8891494083714,692.4893565264593
332,2009-04-28,000761.XSHE,9729.136838291204,9715.562011143604
333,2009-04-28,600098.XSHG,6584.5584288783775,6571.848318583297
334,2009-04-29,000898.XSHE,828.535921505257,815.1816220114569
335,2009-05-04,000554.XSHE,-486.37405045312187,-499.45843009719863
336,2009-05-08,600301.XSHG,-572.3061440079512,-585.2148270339083
337,2009-05-21,600022.XSHG,-934.2134406881955,-947.2301479617845
338,2009-06-12,600022.XSHG,-776.4115390229432,-789.3938621986989
339,2009-06-23,600331.XSHG,51208.539087341334,51186.955765883904
340,2009-06-24,600497.XSHG,32536.98203958335,32519.20039642211
341,2009-06-29,600497.XSHG,-1871.5938761369398,-1884.3907184696363
342,2009-07-02,600497.XSHG,165.34203233535172,152.26465859214213
343,2009-07-08,600331.XSHG,207.1741823521931,194.15259441075
344,2009-07-09,600497.XSHG,-674.6616098268421,-687.5750904366295
345,2009-07-30,000554.XSHE,2074.2634140480645,2060.649362033592
346,2009-08-04,600301.XSHG,12078.734771323561,12063.219462144858
347,2009-08-04,600497.XSHG,19578.179600390027,19561.02843894552
348,2009-08-04,600022.XSHG,27799.46353703648,27780.729747117657
349,2009-08-04,000021.XSHE,57577.637381734174,57554.39433355517
350,2009-08-04,600641.XSHG,61902.46702293555,61878.365301082
351,2009-08-04,000554.XSHE,547.2620309991077,533.9585885364567
352,2009-08-04,600331.XSHG,13177.197323985096,13161.362309199552
353,2009-08-04,600533.XSHG,41543.793762442736,41523.58962240583
354,2009-08-04,002061.XSHE,62307.41384599497,62283.554228458925
355,2009-08-04,000761.XSHE,21413.5880745981,21396.14412271278
356,2009-08-04,000900.XSHE,15696.992722046474,15680.59692052211
357,2009-08-04,001872.XSHE,16257.979758959427,16241.544243991231
358,2009-08-04,000919.XSHE,30314.975736694407,30297.46978686704
359,2009-08-04,000039.XSHE,32658.771552257665,32639.83662128053
360,2009-08-04,000429.XSHE,14044.885994379774,14029.939461383286
361,2009-08-04,600098.XSHG,10520.74473132874,10505.502976898913
362,2009-08-04,000767.XSHE,37117.82750946986,37098.73913582235
363,2009-08-04,600104.XSHG,67313.77329742283,67289.12750735479
364,2009-08-04,000898.XSHE,40890.297918437,40868.8225256435
365,2009-08-04,600317.XSHG,1397.4989402289098,1392.2639847392954
366,2009-08-07,600102.XSHG,27074.51218570008,27055.95967777938
367,2009-08-13,600377.XSHG,-3354.3770968998288,-3380.2430714025895
368,2009-08-13,601398.XSHG,-6075.818263317886,-6101.0157133985895
369,2009-08-13,600350.XSHG,-4721.726877527079,-4747.224202665725
370,2009-08-14,600829.XSHG,-646.9948609037945,-673.454667203486
371,2009-08-17,600377.XSHG,-2815.487989569073,-2838.3911224801386
372,2009-08-17,600066.XSHG,-10615.566675218093,-10639.976797123307
373,2009-08-17,600012.XSHG,-7439.175005374237,-7464.184803249448
374,2009-08-17,000989.XSHE,-5056.937549013664,-5082.338775237227
375,2009-08-17,001872.XSHE,-9512.797693866887,-9537.375233120154
376,2009-08-17,600779.XSHG,-8199.95294579083,-8224.578211143913
377,2009-08-17,002252.XSHE,-3621.59846809704,-3647.2412074390754
378,2009-08-18,002003.XSHE,-11221.322860651515,-11245.325440270492
379,2009-08-18,002254.XSHE,-9635.370744223566,-9659.979419536448
380,2009-08-18,000900.XSHE,-7286.971326009359,-7311.926545477523
381,2009-08-18,002050.XSHE,-10577.07110390414,-10601.59788325464
382,2009-08-18,002001.XSHE,-9027.778949729282,-9052.558699601374
383,2009-08-18,601009.XSHG,-10925.622902248946,-10949.850391401864
384,2009-08-18,601939.XSHG,-8374.261642867768,-8398.845394863038
385,2009-08-20,002254.XSHE,-3861.338760567241,-3882.523469130899
386,2009-08-26,002254.XSHE,210.42506786126532,188.570921527674
387,2009-08-26,000900.XSHE,-1743.470699262396,-1765.2947258215268
388,2009-08-26,002050.XSHE,-1536.5389906205332,-1558.2091469656718
389,2009-08-31,600066.XSHG,-370.494573648554,-392.6653057489324
390,2009-08-31,000989.XSHE,-3364.2658137830435,-3386.0453870138763
391,2009-08-31,002050.XSHE,-4568.724121514143,-4590.3759010465365
392,2009-09-01,002003.XSHE,-2147.0417328427097,-2168.652610845248
393,2009-09-01,002254.XSHE,-5256.079013507905,-5277.449852222661
394,2009-09-01,000900.XSHE,-2871.545232476722,-2893.23284372882
395,2009-09-01,002252.XSHE,-3280.7147834376483,-3302.439958512756
396,2009-09-02,600829.XSHG,-3568.196602978924,-3589.7066764317783
397,2009-09-02,002001.XSHE,898.881817940569,876.6758981326418
398,2009-09-09,002252.XSHE,-174.04712801656225,-195.51680818589338
399,2009-09-16,601939.XSHG,-1133.818736042292,-1155.710159330493
400,2009-09-17,601009.XSHG,-555.6017667951908,-577.5041732862221
