,0,1,2,3
0,2007-08-02,000088,110694.00630914822,110635.86750788639
1,2007-08-02,000531,94223.82671480146,94168.9819494585
2,2007-08-02,600005,379634.8314606741,379522.904494382
3,2007-08-02,000933,311965.75098109164,311867.3578308954
4,2007-08-02,600971,203118.39323467232,203041.97885835095
5,2007-08-02,000709,366070.3812316715,365960.95601173013
6,2007-08-02,600096,182121.36409227678,182049.2647943831
7,2007-08-02,000959,137599.27797833932,137535.75812274366
8,2007-08-02,600780,185394.3217665615,185321.3690851735
9,2007-08-20,600317,81135.22537562605,81082.93823038398
10,2008-08-04,000911,95594.72361234586,95464.97172266807
11,2008-08-04,600051,-69984.41742562952,-70080.20002045912
12,2008-08-04,600035,-76342.30072242722,-76436.18326110109
13,2008-08-04,600321,-75502.749828191,-75595.8429402918
14,2008-08-04,000429,-104501.44936176664,-104589.30798771154
15,2008-08-04,000912,-42461.879395429365,-42562.8310185554
16,2008-08-04,600033,-35410.34337386782,-35512.629960676895
17,2008-08-04,002043,-56451.59053016106,-56548.248649198315
18,2008-08-04,600012,-90584.90121619412,-90675.30125026498
19,2008-08-04,600282,-109056.70349251179,-109143.54079763431
20,2009-08-04,600301,46163.53707371429,46065.761188633565
21,2009-08-04,600497,225035.8915449127,224901.86070288272
22,2009-08-04,600022,91318.87003735197,91212.63513192358
23,2009-08-04,000021,196258.66008217537,196130.25151292086
24,2009-08-04,600641,282101.55895761214,281954.5569945608
25,2009-08-04,000554,-19416.60724812759,-19501.23171066866
26,2009-08-04,600331,236093.54696829492,235957.26087805294
27,2009-08-04,600533,218046.02735110023,217913.59372995555
28,2009-08-04,002061,180290.11413011138,180164.25724984863
29,2009-08-07,600102,137954.65684335196,137838.79580746585
30,2011-08-02,002003,72881.00830252061,72722.41922845432
31,2011-08-02,002254,152354.34674269852,152178.27781692846
32,2011-08-02,600829,84029.9492528718,83867.25190182334
33,2011-08-02,600377,-22495.014599482944,-22636.119691061518
34,2011-08-02,600664,41477.51213205386,41324.00385965313
35,2011-08-02,600066,205743.9981138757,205557.26505302347
36,2011-08-02,600012,-24101.905842657055,-24242.4743773781
37,2011-08-02,000900,-42121.07753671415,-42257.5757485962
38,2011-08-02,000989,60175.007275616,60018.04984677148
39,2011-08-02,002050,381351.1308477177,381128.6785207419
40,2012-08-02,600377,-8976.55012212699,-9154.64487654999
41,2012-08-02,001872,-120874.44243690671,-121029.24654739609
42,2012-08-02,001696,-67668.85960087538,-67834.07567543208
43,2012-08-02,600660,-89964.31644735912,-90125.30575409408
44,2012-08-02,600246,-110132.9565411111,-110290.6103203461
45,2012-08-02,600019,-106642.34000191152,-106800.06950242027
46,2012-08-02,600177,-33532.10676296217,-33703.986086781864
47,2012-08-02,002028,-95616.27552053214,-95777.90152422572
48,2012-08-02,600356,-62870.14860897893,-63037.88142055081
49,2012-08-02,601988,-21082.52839289093,-21257.88542317062
50,2013-08-02,002242,-9650.247131224909,-9802.854142755245
51,2013-08-02,600282,-84062.60908133084,-84199.40187247228
52,2013-08-02,600004,6989.535118525095,6834.531898543685
53,2013-08-02,002366,21283.755038361127,21125.89297439575
54,2013-08-02,600033,-43842.81199804921,-43986.90248797755
55,2013-08-02,600970,-40851.273005548384,-40995.71224339958
56,2013-08-02,000778,-89848.29926230076,-89983.21432754224
57,2013-08-02,002561,-60075.6975524765,-60217.6018472181
58,2013-08-02,002003,-29436.890166168905,-29584.912949146878
59,2013-08-02,600377,54245.7787121975,54081.636449418
60,2014-08-04,600507,-3837.385468195164,-3979.594459075336
61,2014-08-04,600401,132085.68232736865,131912.75154468522
62,2014-08-04,002651,178059.1468289693,177879.8177209148
63,2014-08-04,000157,-35881.07668068411,-36017.98205631531
64,2014-08-04,002269,14982.564009231744,14835.06899020753
65,2014-08-04,600177,126412.64848380233,126243.64562791967
66,2014-08-04,000568,-35106.65726052569,-35243.15154824731
67,2014-08-04,000631,71790.90975927675,71631.19153764367
68,2014-08-04,002242,210948.8871744757,210763.27749296784
69,2014-08-04,600863,168536.36817274318,168360.67801326112
70,2015-08-04,600397,142770.67150839063,142569.3140370529
71,2015-08-04,000584,587816.4809571368,587525.712689819
72,2015-08-04,601800,1230382.4212201473,1229962.4173381263
73,2015-08-04,600266,460397.3749957467,460131.539524182
74,2015-08-04,600863,476103.93766217504,475835.830542767
75,2015-08-04,600104,122999.7693766456,122801.3063492581
76,2015-08-04,600317,604744.2166284602,604450.3973072052
77,2015-08-04,601398,175933.93772490654,175725.20833471252
78,2015-08-04,601988,301474.6494736425,301240.3669600663
79,2015-10-13,002003,531718.2271090255,531438.3408609546
80,2016-08-02,600507,-291265.70633589727,-291553.52927767206
81,2016-08-02,600104,205510.04999686402,205122.8719038227
82,2016-08-02,600548,131443.481911613,131078.59480582635
83,2016-08-02,600578,-294137.7595372129,-294419.518214464
84,2016-08-02,601566,-60677.881161107674,-61014.876778017824
85,2016-08-02,600741,-23004.731318737693,-23346.2064555159
86,2016-08-02,601398,-49267.775710833645,-49601.11427137475
87,2016-08-02,601288,-53834.05736208179,-54168.59757568901
88,2016-09-02,000651,-70822.96488331277,-71153.97643617653
89,2017-08-02,600664,-195792.1885732227,-196069.86715297998
90,2017-08-02,000651,976167.6690898016,975620.5383453709
91,2017-08-02,601006,389410.62498480256,389012.80376316584
92,2017-08-02,600469,-134404.4971195323,-134697.55531674816
93,2017-08-02,002545,445832.2914714117,445420.1569072787
94,2017-08-02,600066,16788.141652769402,16465.96101619004
95,2017-08-02,600011,40332.694187176945,40005.0918786416
96,2017-08-02,600312,-131612.59062514978,-131907.33397019544
97,2017-08-02,600104,306277.1825940792,305899.29632710206
98,2017-08-02,600027,-73874.19278170553,-74175.70893150345
99,2018-08-02,601088,-122651.362537721,-123045.64492828728
100,2018-08-02,000895,233195.2434176593,232766.33219516493
101,2018-08-02,600664,-234982.79911119863,-235317.83251557947
102,2018-08-02,002478,-204072.5855507514,-204410.5724342714
103,2018-08-02,601566,-48228.22614063143,-48599.05822400583
104,2018-08-02,300498,148901.03442179575,148490.58548343307
105,2018-08-02,600383,-229924.09114650774,-230257.82189167585
106,2018-08-02,002543,-96888.90203465818,-97252.08350089123
107,2018-08-02,600104,93703.42240625521,93304.13433831332
108,2018-08-02,600325,-177174.5058351174,-177519.32933572124
109,2019-08-02,000550,378856.8467101974,378423.4428212768
110,2019-08-02,600664,-47236.16188374575,-47585.285838977994
111,2019-08-02,600507,-123108.55044027013,-123441.2975553885
112,2019-08-02,000876,1822399.964777698,1821674.6744708968
113,2019-08-02,000863,167589.9544314097,167197.8652529144
114,2019-08-02,000981,-687030.702127265,-687249.5136183909
